lower,upper
-0.23542313576607016,0.004785197017312924
0.0,0.10191401399921236
0.0,0.11246407623843291
0.0,0.11253193208981445
0.0,0.11158926777926616
0.0,0.1113703978747273
0.0,0.1057628667717204
0.0,0.10223988042433506
0.0,0.0987723798171728
0.0,0.0955735308045055
0.0,0.09286975853652112
0.0,0.09092491521185624
0.0,0.08962728341096977
0.0,0.08844212829102376
0.0,0.08741545412104261
0.0,0.08659064222691389
